@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
3397,'2026/05/31 15:57:56:205',5,0.507405,0.501722,0,0.5,0.5,0.05
3398,'2026/05/31 15:57:56:239',5,0.507242,0.501979,0,0.5,0.5,0.05
3399,'2026/05/31 15:57:56:274',5,0.507062,0.500286,0,0.5,0.5,0.05
3400,'2026/05/31 15:57:56:309',5,0.5071,0.500189,0,0.5,0.5,0.05
3401,'2026/05/31 15:57:56:342',5,0.507755,0.499911,0,0.5,0.5,0.05
3402,'2026/05/31 15:57:56:377',5,0.507557,0.498961,0,0.5,0.5,0.05
3403,'2026/05/31 15:57:56:410',5,0.507466,0.499508,0,0.5,0.5,0.05
3404,'2026/05/31 15:57:56:442',5,0.508082,0.500338,0,0.5,0.5,0.05
3405,'2026/05/31 15:57:56:477',5,0.508549,0.500022,0,0.5,0.5,0.05
3406,'2026/05/31 15:57:56:509',5,0.508679,0.500771,0,0.5,0.5,0.05
3407,'2026/05/31 15:57:56:543',5,0.509077,0.501957,0,0.5,0.5,0.05
3408,'2026/05/31 15:57:56:572',5,0.50841,0.50161,0,0.5,0.5,0.05
3409,'2026/05/31 15:57:56:604',5,0.508252,0.501541,0,0.5,0.5,0.05
3410,'2026/05/31 15:57:56:638',5,0.507851,0.50126,0,0.5,0.5,0.05
3411,'2026/05/31 15:57:56:677',5,0.507468,0.499837,0,0.5,0.5,0.05
3412,'2026/05/31 15:57:56:711',5,0.507417,0.499598,0,0.5,0.5,0.05
3413,'2026/05/31 15:57:56:742',5,0.507367,0.499444,0,0.5,0.5,0.05
3414,'2026/05/31 15:57:56:777',5,0.507754,0.500707,0,0.5,0.5,0.05
3415,'2026/05/31 15:57:56:809',5,0.507785,0.501368,0,0.5,0.5,0.05
3416,'2026/05/31 15:57:56:843',5,0.508041,0.501259,0,0.5,0.5,0.05
3417,'2026/05/31 15:57:56:879',5,0.50863,0.502053,0,0.5,0.5,0.05
3418,'2026/05/31 15:57:56:908',5,0.509021,0.502974,0,0.5,0.5,0.05
3419,'2026/05/31 15:57:56:944',5,0.509198,0.502164,0,0.5,0.5,0.05
3420,'2026/05/31 15:57:56:975',5,0.509359,0.502421,0,0.5,0.5,0.05
3421,'2026/05/31 15:57:57:008',5,0.509185,0.502052,0,0.5,0.5,0.05
3422,'2026/05/31 15:57:57:043',5,0.509352,0.502158,0,0.5,0.5,0.05
3423,'2026/05/31 15:57:57:075',5,0.509389,0.501832,0,0.5,0.5,0.05
3424,'2026/05/31 15:57:57:110',5,0.509516,0.501533,0,0.5,0.5,0.05
3425,'2026/05/31 15:57:57:142',5,0.509314,0.500559,0,0.5,0.5,0.05
3426,'2026/05/31 15:57:57:176',5,0.509444,0.500562,0,0.5,0.5,0.05
3427,'2026/05/31 15:57:57:209',5,0.509892,0.501536,0,0.5,0.5,0.05
3428,'2026/05/31 15:57:57:242',5,0.510998,0.50303,0,0.5,0.5,0.05
3429,'2026/05/31 15:57:57:276',5,0.511527,0.504075,0,0.5,0.5,0.05
3430,'2026/05/31 15:57:57:308',5,0.511408,0.503383,0,0.5,0.5,0.05
3431,'2026/05/31 15:57:57:342',5,0.511728,0.503906,0,0.5,0.5,0.05
3432,'2026/05/31 15:57:57:377',5,0.511788,0.503417,0,0.5,0.5,0.05
3433,'2026/05/31 15:57:57:409',5,0.511705,0.502869,0,0.5,0.5,0.05
3434,'2026/05/31 15:57:57:442',5,0.511599,0.503075,0,0.5,0.5,0.05
3435,'2026/05/31 15:57:57:476',5,0.511862,0.503115,0,0.5,0.5,0.05
3436,'2026/05/31 15:57:57:510',5,0.511777,0.502611,0,0.5,0.5,0.05
3437,'2026/05/31 15:57:57:542',5,0.511279,0.502077,0,0.5,0.5,0.05
3438,'2026/05/31 15:57:57:577',5,0.511687,0.502085,0,0.5,0.5,0.05
3439,'2026/05/31 15:57:57:608',5,0.511303,0.502146,0,0.5,0.5,0.05
3440,'2026/05/31 15:57:57:644',5,0.5118,0.50229,0,0.5,0.5,0.05
3441,'2026/05/31 15:57:57:675',5,0.511576,0.50242,0,0.5,0.5,0.05
3442,'2026/05/31 15:57:57:710',5,0.511898,0.501713,0,0.5,0.5,0.05
3443,'2026/05/31 15:57:57:742',5,0.511304,0.501709,0,0.5,0.5,0.05
3444,'2026/05/31 15:57:57:777',5,0.511,0.502315,0,0.5,0.5,0.05
3445,'2026/05/31 15:57:57:808',5,0.511219,0.502722,0,0.5,0.5,0.05
3446,'2026/05/31 15:57:57:841',5,0.511443,0.502954,0,0.5,0.5,0.05
3447,'2026/05/31 15:57:57:875',5,0.511458,0.503153,0,0.5,0.5,0.05
3448,'2026/05/31 15:57:57:909',5,0.511767,0.503103,0,0.5,0.5,0.05
3449,'2026/05/31 15:57:57:943',5,0.511548,0.503344,0,0.5,0.5,0.05
3450,'2026/05/31 15:57:57:977',5,0.511577,0.503411,0,0.5,0.5,0.05
3451,'2026/05/31 15:57:58:008',5,0.511774,0.503268,0,0.5,0.5,0.05
3452,'2026/05/31 15:57:58:042',5,0.512041,0.502337,0,0.5,0.5,0.05
3453,'2026/05/31 15:57:58:072',5,0.51225,0.502585,0,0.5,0.5,0.05
3454,'2026/05/31 15:57:58:106',5,0.512231,0.502057,0,0.5,0.5,0.05
3455,'2026/05/31 15:57:58:139',5,0.512299,0.502283,0,0.5,0.5,0.05
3456,'2026/05/31 15:57:58:173',5,0.512099,0.501476,0,0.5,0.5,0.05
3457,'2026/05/31 15:57:58:206',5,0.512022,0.501395,0,0.5,0.5,0.05
3458,'2026/05/31 15:57:58:238',5,0.512288,0.500298,0,0.5,0.5,0.05
3459,'2026/05/31 15:57:58:271',5,0.512116,0.500545,0,0.5,0.5,0.05
3460,'2026/05/31 15:57:58:307',5,0.512366,0.500463,0,0.5,0.5,0.05
3461,'2026/05/31 15:57:58:339',5,0.512092,0.500717,0,0.5,0.5,0.05
3462,'2026/05/31 15:57:58:373',5,0.512157,0.500952,0,0.5,0.5,0.05
3463,'2026/05/31 15:57:58:406',5,0.511546,0.500769,0,0.5,0.5,0.05
3464,'2026/05/31 15:57:58:439',5,0.511245,0.50171,0,0.5,0.5,0.05
3465,'2026/05/31 15:57:58:472',5,0.511097,0.502049,0,0.5,0.5,0.05
3466,'2026/05/31 15:57:58:505',5,0.510365,0.500365,0,0.5,0.5,0.05
3467,'2026/05/31 15:57:58:539',5,0.510469,0.500917,0,0.5,0.5,0.05
3468,'2026/05/31 15:57:58:573',5,0.510421,0.500867,0,0.5,0.5,0.05
3469,'2026/05/31 15:57:58:606',5,0.511011,0.500585,0,0.5,0.5,0.05
3470,'2026/05/31 15:57:58:639',5,0.510834,0.501013,0,0.5,0.5,0.05
3471,'2026/05/31 15:57:58:672',5,0.511124,0.501855,0,0.5,0.5,0.05
3472,'2026/05/31 15:57:58:706',5,0.511277,0.502659,0,0.5,0.5,0.05
3473,'2026/05/31 15:57:58:739',5,0.511663,0.502542,0,0.5,0.5,0.05
3474,'2026/05/31 15:57:58:773',5,0.511766,0.502949,0,0.5,0.5,0.05
3475,'2026/05/31 15:57:58:806',5,0.511917,0.502832,0,0.5,0.5,0.05
3476,'2026/05/31 15:57:58:839',5,0.511943,0.503132,0,0.5,0.5,0.05
3477,'2026/05/31 15:57:58:871',5,0.512196,0.502766,0,0.5,0.5,0.05
3478,'2026/05/31 15:57:58:905',5,0.512228,0.502784,0,0.5,0.5,0.05
3479,'2026/05/31 15:57:58:939',5,0.512277,0.503004,0,0.5,0.5,0.05
3480,'2026/05/31 15:57:58:972',5,0.512864,0.503777,0,0.5,0.5,0.05
3481,'2026/05/31 15:57:59:008',5,0.512661,0.503218,0,0.5,0.5,0.05
3482,'2026/05/31 15:57:59:040',5,0.512662,0.502469,0,0.5,0.5,0.05
3483,'2026/05/31 15:57:59:073',5,0.512637,0.502724,0,0.5,0.5,0.05
3484,'2026/05/31 15:57:59:109',5,0.512463,0.502849,0,0.5,0.5,0.05
3485,'2026/05/31 15:57:59:142',5,0.51224,0.503178,0,0.5,0.5,0.05
3486,'2026/05/31 15:57:59:177',5,0.512335,0.504353,0,0.5,0.5,0.05
3487,'2026/05/31 15:57:59:208',5,0.512321,0.504388,0,0.5,0.5,0.05
3488,'2026/05/31 15:57:59:244',5,0.512348,0.504398,0,0.5,0.5,0.05
3489,'2026/05/31 15:57:59:275',5,0.512333,0.504706,0,0.5,0.5,0.05
3490,'2026/05/31 15:57:59:311',5,0.512395,0.504942,0,0.5,0.5,0.05
3491,'2026/05/31 15:57:59:341',5,0.512313,0.504591,0,0.5,0.5,0.05
3492,'2026/05/31 15:57:59:376',5,0.512478,0.50454,0,0.5,0.5,0.05
3493,'2026/05/31 15:57:59:410',5,0.512628,0.503657,0,0.5,0.5,0.05
3494,'2026/05/31 15:57:59:442',5,0.512773,0.50303,0,0.5,0.5,0.05
3495,'2026/05/31 15:57:59:477',5,0.51284,0.502899,0,0.5,0.5,0.05
3496,'2026/05/31 15:57:59:508',5,0.513015,0.503658,0,0.5,0.5,0.05
3497,'2026/05/31 15:57:59:543',5,0.513382,0.503742,0,0.5,0.5,0.05
3498,'2026/05/31 15:57:59:576',5,0.51387,0.503693,0,0.5,0.5,0.05
3499,'2026/05/31 15:57:59:610',5,0.513943,0.503929,0,0.5,0.5,0.05
3500,'2026/05/31 15:57:59:643',5,0.514161,0.504058,0,0.5,0.5,0.05
3501,'2026/05/31 15:57:59:675',5,0.514164,0.503711,0,0.5,0.5,0.05
3502,'2026/05/31 15:57:59:709',5,0.514125,0.503562,0,0.5,0.5,0.05
3503,'2026/05/31 15:57:59:742',5,0.514191,0.503393,0,0.5,0.5,0.05
3504,'2026/05/31 15:57:59:775',5,0.514138,0.503123,0,0.5,0.5,0.05
3505,'2026/05/31 15:57:59:810',5,0.514106,0.503161,0,0.5,0.5,0.05
3506,'2026/05/31 15:57:59:842',5,0.514073,0.502982,0,0.5,0.5,0.05
3507,'2026/05/31 15:57:59:878',5,0.51402,0.50311,0,0.5,0.5,0.05
3508,'2026/05/31 15:57:59:908',5,0.513858,0.501934,0,0.5,0.5,0.05
3509,'2026/05/31 15:57:59:943',5,0.514364,0.502253,0,0.5,0.5,0.05
3510,'2026/05/31 15:57:59:976',5,0.513933,0.501728,0,0.5,0.5,0.05
3511,'2026/05/31 15:58:00:010',5,0.514217,0.5019,0,0.5,0.5,0.05
3512,'2026/05/31 15:58:00:042',5,0.514553,0.50239,0,0.5,0.5,0.05
3513,'2026/05/31 15:58:00:076',5,0.514658,0.502595,0,0.5,0.5,0.05
3514,'2026/05/31 15:58:00:110',5,0.514771,0.501908,0,0.5,0.5,0.05
3515,'2026/05/31 15:58:00:141',5,0.515079,0.5023,0,0.5,0.5,0.05
3516,'2026/05/31 15:58:00:175',5,0.515195,0.502569,0,0.5,0.5,0.05
3517,'2026/05/31 15:58:00:210',5,0.514885,0.502478,0,0.5,0.5,0.05
3518,'2026/05/31 15:58:00:243',5,0.515553,0.50273,0,0.5,0.5,0.05
3519,'2026/05/31 15:58:00:277',5,0.515207,0.502444,0,0.5,0.5,0.05
3520,'2026/05/31 15:58:00:307',5,0.515059,0.50229,0,0.5,0.5,0.05
3521,'2026/05/31 15:58:00:339',5,0.515305,0.50265,0,0.5,0.5,0.05
3522,'2026/05/31 15:58:00:372',5,0.514322,0.502875,0,0.5,0.5,0.05
3523,'2026/05/31 15:58:00:406',5,0.514628,0.503765,0,0.5,0.5,0.05
3524,'2026/05/31 15:58:00:440',5,0.514592,0.503157,0,0.5,0.5,0.05
3525,'2026/05/31 15:58:00:471',5,0.514735,0.503005,0,0.5,0.5,0.05
3526,'2026/05/31 15:58:00:506',5,0.514777,0.503203,0,0.5,0.5,0.05
3527,'2026/05/31 15:58:00:539',5,0.514764,0.502621,0,0.5,0.5,0.05
3528,'2026/05/31 15:58:00:572',5,0.514833,0.502666,0,0.5,0.5,0.05
3529,'2026/05/31 15:58:00:606',5,0.514787,0.502976,0,0.5,0.5,0.05
3530,'2026/05/31 15:58:00:641',5,0.514634,0.503447,0,0.5,0.5,0.05
3531,'2026/05/31 15:58:00:670',5,0.513931,0.503412,0,0.5,0.5,0.05
3532,'2026/05/31 15:58:00:705',5,0.513838,0.502508,0,0.5,0.5,0.05
3533,'2026/05/31 15:58:00:744',5,0.51362,0.503649,0,0.5,0.5,0.05
3534,'2026/05/31 15:58:00:774',5,0.512726,0.503462,0,0.5,0.5,0.05
3535,'2026/05/31 15:58:00:808',5,0.512816,0.503154,0,0.5,0.5,0.05
3536,'2026/05/31 15:58:00:842',5,0.51359,0.502666,0,0.5,0.5,0.05
3537,'2026/05/31 15:58:00:875',5,0.51351,0.5073,0,0.5,0.5,0.05
3538,'2026/05/31 15:58:00:909',5,0.512585,0.506253,0,0.5,0.5,0.05
3539,'2026/05/31 15:58:00:941',5,0.511317,0.505082,0,0.5,0.5,0.05
3540,'2026/05/31 15:58:00:975',5,0.510893,0.506739,0,0.5,0.5,0.05
3541,'2026/05/31 15:58:01:009',5,0.510543,0.508063,0,0.5,0.5,0.05
3542,'2026/05/31 15:58:01:041',5,0.50917,0.506331,0,0.5,0.5,0.05
3543,'2026/05/31 15:58:01:075',5,0.50908,0.50719,0,0.5,0.5,0.05
3544,'2026/05/31 15:58:01:107',5,0.508652,0.506253,0,0.5,0.5,0.05
3545,'2026/05/31 15:58:01:142',5,0.508237,0.505117,0,0.5,0.5,0.05
3546,'2026/05/31 15:58:01:175',5,0.508218,0.506211,0,0.5,0.5,0.05
3547,'2026/05/31 15:58:01:208',5,0.508109,0.504914,0,0.5,0.5,0.05
3548,'2026/05/31 15:58:01:241',5,0.508247,0.505233,0,0.5,0.5,0.05
3549,'2026/05/31 15:58:01:275',5,0.508186,0.504955,0,0.5,0.5,0.05
3550,'2026/05/31 15:58:01:309',5,0.508236,0.505242,0,0.5,0.5,0.05
3551,'2026/05/31 15:58:01:343',5,0.508487,0.506186,0,0.5,0.5,0.05
3552,'2026/05/31 15:58:01:378',5,0.508467,0.506091,0,0.5,0.5,0.05
3553,'2026/05/31 15:58:01:408',5,0.508367,0.506417,0,0.5,0.5,0.05
3554,'2026/05/31 15:58:01:444',5,0.508444,0.505759,0,0.5,0.5,0.05
3555,'2026/05/31 15:58:01:477',5,0.508284,0.506551,0,0.5,0.5,0.05
3556,'2026/05/31 15:58:01:510',5,0.50835,0.506481,0,0.5,0.5,0.05
3557,'2026/05/31 15:58:01:542',5,0.508274,0.506992,0,0.5,0.5,0.05
3558,'2026/05/31 15:58:01:576',5,0.508444,0.506627,0,0.5,0.5,0.05
3559,'2026/05/31 15:58:01:610',5,0.508088,0.506838,0,0.5,0.5,0.05
3560,'2026/05/31 15:58:01:642',5,0.508332,0.506116,0,0.5,0.5,0.05
3561,'2026/05/31 15:58:01:675',5,0.507586,0.506077,0,0.5,0.5,0.05
3562,'2026/05/31 15:58:01:709',5,0.507719,0.506074,0,0.5,0.5,0.05
3563,'2026/05/31 15:58:01:744',5,0.50792,0.506183,0,0.5,0.5,0.05
3564,'2026/05/31 15:58:01:777',5,0.507701,0.507397,0,0.5,0.5,0.05
3565,'2026/05/31 15:58:01:809',5,0.50768,0.505993,0,0.5,0.5,0.05
3566,'2026/05/31 15:58:01:844',5,0.507705,0.506936,0,0.5,0.5,0.05
3567,'2026/05/31 15:58:01:876',5,0.507683,0.507222,0,0.5,0.5,0.05
3568,'2026/05/31 15:58:01:911',5,0.507882,0.506991,0,0.5,0.5,0.05
3569,'2026/05/31 15:58:01:943',5,0.507486,0.506264,0,0.5,0.5,0.05
3570,'2026/05/31 15:58:01:977',5,0.507413,0.506357,0,0.5,0.5,0.05
3571,'2026/05/31 15:58:02:010',5,0.507438,0.507205,0,0.5,0.5,0.05
3572,'2026/05/31 15:58:02:043',5,0.507588,0.506162,0,0.5,0.5,0.05
3573,'2026/05/31 15:58:02:077',5,0.507968,0.506878,0,0.5,0.5,0.05
3574,'2026/05/31 15:58:02:108',5,0.507945,0.506723,0,0.5,0.5,0.05
3575,'2026/05/31 15:58:02:142',5,0.507817,0.505897,0,0.5,0.5,0.05
3576,'2026/05/31 15:58:02:176',5,0.507743,0.506314,0,0.5,0.5,0.05
3577,'2026/05/31 15:58:02:210',5,0.507623,0.505587,0,0.5,0.5,0.05
3578,'2026/05/31 15:58:02:243',5,0.507289,0.505632,0,0.5,0.5,0.05
3579,'2026/05/31 15:58:02:275',5,0.507519,0.506127,0,0.5,0.5,0.05
3580,'2026/05/31 15:58:02:307',5,0.507027,0.505122,0,0.5,0.5,0.05
3581,'2026/05/31 15:58:02:342',5,0.507023,0.504792,0,0.5,0.5,0.05
3582,'2026/05/31 15:58:02:373',5,0.506711,0.505869,0,0.5,0.5,0.05
3583,'2026/05/31 15:58:02:410',5,0.506586,0.505268,0,0.5,0.5,0.05
3584,'2026/05/31 15:58:02:441',5,0.506565,0.505864,0,0.5,0.5,0.05
3585,'2026/05/31 15:58:02:477',5,0.506629,0.50548,0,0.5,0.5,0.05
3586,'2026/05/31 15:58:02:507',5,0.506589,0.505116,0,0.5,0.5,0.05
3587,'2026/05/31 15:58:02:543',5,0.506807,0.505282,0,0.5,0.5,0.05
3588,'2026/05/31 15:58:02:605',5,0.506528,0.505786,0,0.5,0.5,0.05
3589,'2026/05/31 15:58:02:640',5,0.506363,0.506719,0,0.5,0.5,0.05
3590,'2026/05/31 15:58:02:677',5,0.506461,0.505699,0,0.5,0.5,0.05
3591,'2026/05/31 15:58:02:710',5,0.506516,0.505383,0,0.5,0.5,0.05
3592,'2026/05/31 15:58:02:741',5,0.50685,0.506466,0,0.5,0.5,0.05
3593,'2026/05/31 15:58:02:774',5,0.5067,0.505924,0,0.5,0.5,0.05
3594,'2026/05/31 15:58:02:809',5,0.506061,0.505279,0,0.5,0.5,0.05
3595,'2026/05/31 15:58:02:843',5,0.506305,0.504882,0,0.5,0.5,0.05
3596,'2026/05/31 15:58:02:876',5,0.505873,0.504235,0,0.5,0.5,0.05
3597,'2026/05/31 15:58:02:908',5,0.506014,0.504326,0,0.5,0.5,0.05
3598,'2026/05/31 15:58:02:942',5,0.505852,0.504101,0,0.5,0.5,0.05
3599,'2026/05/31 15:58:02:976',5,0.505718,0.504043,0,0.5,0.5,0.05
3600,'2026/05/31 15:58:03:008',5,0.50571,0.505898,0,0.5,0.5,0.05
3601,'2026/05/31 15:58:03:043',5,0.505714,0.50595,0,0.5,0.5,0.05
3602,'2026/05/31 15:58:03:076',5,0.5059,0.506,0,0.5,0.5,0.05
3603,'2026/05/31 15:58:03:109',5,0.506545,0.505624,0,0.5,0.5,0.05
3604,'2026/05/31 15:58:03:141',5,0.506817,0.505439,0,0.5,0.5,0.05
3605,'2026/05/31 15:58:03:175',5,0.507039,0.506513,0,0.5,0.5,0.05
3606,'2026/05/31 15:58:03:208',5,0.507539,0.507047,0,0.5,0.5,0.05
3607,'2026/05/31 15:58:03:243',5,0.507232,0.507333,0,0.5,0.5,0.05
3608,'2026/05/31 15:58:03:275',5,0.507481,0.508794,0,0.5,0.5,0.05
3609,'2026/05/31 15:58:03:307',5,0.507571,0.510194,0,0.5,0.5,0.05
3610,'2026/05/31 15:58:03:342',5,0.5079,0.510863,0,0.5,0.5,0.05
3611,'2026/05/31 15:58:03:375',5,0.507572,0.511369,0,0.5,0.5,0.05
3612,'2026/05/31 15:58:03:411',5,0.50771,0.510826,0,0.5,0.5,0.05
3613,'2026/05/31 15:58:03:443',5,0.508112,0.510849,0,0.5,0.5,0.05
3614,'2026/05/31 15:58:03:476',5,0.508718,0.511004,0,0.5,0.5,0.05
3615,'2026/05/31 15:58:03:507',5,0.508776,0.511089,0,0.5,0.5,0.05
3616,'2026/05/31 15:58:03:542',5,0.508632,0.51117,0,0.5,0.5,0.05
3617,'2026/05/31 15:58:03:576',5,0.50884,0.510406,0,0.5,0.5,0.05
3618,'2026/05/31 15:58:03:610',5,0.508412,0.511099,0,0.5,0.5,0.05
3619,'2026/05/31 15:58:03:643',5,0.508241,0.51137,0,0.5,0.5,0.05
3620,'2026/05/31 15:58:03:678',5,0.50841,0.511389,0,0.5,0.5,0.05
3621,'2026/05/31 15:58:03:708',5,0.508491,0.510962,0,0.5,0.5,0.05
3622,'2026/05/31 15:58:03:742',5,0.508457,0.511282,0,0.5,0.5,0.05
3623,'2026/05/31 15:58:03:776',5,0.508315,0.511298,0,0.5,0.5,0.05
3624,'2026/05/31 15:58:03:810',5,0.508314,0.511074,0,0.5,0.5,0.05
3625,'2026/05/31 15:58:03:843',5,0.508364,0.510843,0,0.5,0.5,0.05
3626,'2026/05/31 15:58:03:877',5,0.508229,0.511062,0,0.5,0.5,0.05
3627,'2026/05/31 15:58:03:910',5,0.508394,0.511665,0,0.5,0.5,0.05
3628,'2026/05/31 15:58:03:942',5,0.508368,0.512015,0,0.5,0.5,0.05
3629,'2026/05/31 15:58:03:976',5,0.508336,0.511759,0,0.5,0.5,0.05
3630,'2026/05/31 15:58:04:010',5,0.508262,0.511909,0,0.5,0.5,0.05
3631,'2026/05/31 15:58:04:043',5,0.508169,0.512,0,0.5,0.5,0.05
3632,'2026/05/31 15:58:04:077',5,0.508568,0.511951,0,0.5,0.5,0.05
3633,'2026/05/31 15:58:04:110',5,0.508226,0.51202,0,0.5,0.5,0.05
3634,'2026/05/31 15:58:04:143',5,0.508032,0.510988,0,0.5,0.5,0.05
3635,'2026/05/31 15:58:04:176',5,0.508296,0.511342,0,0.5,0.5,0.05
3636,'2026/05/31 15:58:04:209',5,0.508555,0.511444,0,0.5,0.5,0.05
3637,'2026/05/31 15:58:04:243',5,0.508531,0.512161,0,0.5,0.5,0.05
3638,'2026/05/31 15:58:04:277',5,0.507986,0.51286,0,0.5,0.5,0.05
3639,'2026/05/31 15:58:04:310',5,0.508824,0.51483,0,0.5,0.5,0.05
3640,'2026/05/31 15:58:04:343',5,0.509193,0.51465,0,0.5,0.5,0.05
3641,'2026/05/31 15:58:04:377',5,0.509271,0.514828,0,0.5,0.5,0.05
3642,'2026/05/31 15:58:04:408',5,0.510315,0.514642,0,0.5,0.5,0.05
3643,'2026/05/31 15:58:04:443',5,0.510352,0.514864,0,0.5,0.5,0.05
3644,'2026/05/31 15:58:04:477',5,0.510098,0.515026,0,0.5,0.5,0.05
3645,'2026/05/31 15:58:04:510',5,0.50992,0.514558,0,0.5,0.5,0.05
3646,'2026/05/31 15:58:04:543',5,0.509741,0.515465,0,0.5,0.5,0.05
3647,'2026/05/31 15:58:04:576',5,0.509801,0.515535,0,0.5,0.5,0.05
3648,'2026/05/31 15:58:04:611',5,0.5095,0.515609,0,0.5,0.5,0.05
3649,'2026/05/31 15:58:04:643',5,0.509298,0.51441,0,0.5,0.5,0.05
3650,'2026/05/31 15:58:04:678',5,0.508902,0.515611,0,0.5,0.5,0.05
3651,'2026/05/31 15:58:04:710',5,0.509152,0.51464,0,0.5,0.5,0.05
3652,'2026/05/31 15:58:04:743',5,0.508495,0.514204,0,0.5,0.5,0.05
3653,'2026/05/31 15:58:04:775',5,0.508952,0.513815,0,0.5,0.5,0.05
3654,'2026/05/31 15:58:04:808',5,0.508823,0.512327,0,0.5,0.5,0.05
3655,'2026/05/31 15:58:04:842',5,0.50845,0.513332,0,0.5,0.5,0.05
3656,'2026/05/31 15:58:04:875',5,0.508546,0.513272,0,0.5,0.5,0.05
3657,'2026/05/31 15:58:04:911',5,0.508303,0.5126,0,0.5,0.5,0.05
3658,'2026/05/31 15:58:04:943',5,0.509133,0.511732,0,0.5,0.5,0.05
3659,'2026/05/31 15:58:04:978',5,0.508587,0.511651,0,0.5,0.5,0.05
3660,'2026/05/31 15:58:05:010',5,0.508595,0.512887,0,0.5,0.5,0.05
3661,'2026/05/31 15:58:05:043',5,0.508341,0.511909,0,0.5,0.5,0.05
3662,'2026/05/31 15:58:05:077',5,0.5092,0.51176,0,0.5,0.5,0.05
3663,'2026/05/31 15:58:05:110',5,0.509012,0.512816,0,0.5,0.5,0.05
3664,'2026/05/31 15:58:05:142',5,0.509552,0.512323,0,0.5,0.5,0.05
3665,'2026/05/31 15:58:05:176',5,0.509321,0.512411,0,0.5,0.5,0.05
3666,'2026/05/31 15:58:05:209',5,0.510043,0.513136,0,0.5,0.5,0.05
3667,'2026/05/31 15:58:05:243',5,0.50981,0.511507,0,0.5,0.5,0.05
3668,'2026/05/31 15:58:05:277',5,0.509768,0.513179,0,0.5,0.5,0.05
3669,'2026/05/31 15:58:05:311',5,0.509722,0.510645,0,0.5,0.5,0.05
3670,'2026/05/31 15:58:05:343',5,0.510009,0.512262,0,0.5,0.5,0.05
3671,'2026/05/31 15:58:05:377',5,0.510159,0.511172,0,0.5,0.5,0.05
3672,'2026/05/31 15:58:05:410',5,0.510116,0.511247,0,0.5,0.5,0.05
3673,'2026/05/31 15:58:05:444',5,0.510241,0.511318,0,0.5,0.5,0.05
3674,'2026/05/31 15:58:05:478',5,0.510333,0.511298,0,0.5,0.5,0.05
3675,'2026/05/31 15:58:05:509',5,0.509958,0.510912,0,0.5,0.5,0.05
3676,'2026/05/31 15:58:05:543',5,0.510486,0.512037,0,0.5,0.5,0.05
3677,'2026/05/31 15:58:05:577',5,0.510475,0.510826,0,0.5,0.5,0.05
3678,'2026/05/31 15:58:05:611',5,0.510802,0.511069,0,0.5,0.5,0.05
3679,'2026/05/31 15:58:05:643',5,0.510894,0.509458,0,0.5,0.5,0.05
3680,'2026/05/31 15:58:05:677',5,0.510983,0.51079,0,0.5,0.5,0.05
3681,'2026/05/31 15:58:05:709',5,0.511065,0.509644,0,0.5,0.5,0.05
3682,'2026/05/31 15:58:05:742',5,0.51081,0.509672,0,0.5,0.5,0.05
3683,'2026/05/31 15:58:05:777',5,0.510894,0.510095,0,0.5,0.5,0.05
3684,'2026/05/31 15:58:05:810',5,0.511056,0.510057,0,0.5,0.5,0.05
3685,'2026/05/31 15:58:05:845',5,0.5112,0.510005,0,0.5,0.5,0.05
3686,'2026/05/31 15:58:05:877',5,0.511236,0.509407,0,0.5,0.5,0.05
3687,'2026/05/31 15:58:05:911',5,0.511525,0.508925,0,0.5,0.5,0.05
3688,'2026/05/31 15:58:05:944',5,0.511652,0.509772,0,0.5,0.5,0.05
3689,'2026/05/31 15:58:05:977',5,0.512266,0.510116,0,0.5,0.5,0.05
3690,'2026/05/31 15:58:06:009',5,0.512861,0.51035,0,0.5,0.5,0.05
3691,'2026/05/31 15:58:06:040',5,0.51344,0.509633,0,0.5,0.5,0.05
3692,'2026/05/31 15:58:06:075',5,0.514595,0.510064,0,0.5,0.5,0.05
3693,'2026/05/31 15:58:06:106',5,0.515522,0.509653,0,0.5,0.5,0.05
3694,'2026/05/31 15:58:06:138',5,0.516091,0.509679,0,0.5,0.5,0.05
3695,'2026/05/31 15:58:06:175',5,0.517331,0.509357,0,0.5,0.5,0.05
3696,'2026/05/31 15:58:06:206',5,0.517801,0.509568,0,0.5,0.5,0.05
3697,'2026/05/31 15:58:06:239',5,0.517691,0.511273,0,0.5,0.5,0.05
3698,'2026/05/31 15:58:31:012',6,0.501026,0.478656,1,0.5,0.5,1
3699,'2026/05/31 15:58:31:046',6,0.501184,0.477935,1,0.5,0.5,1
3700,'2026/05/31 15:58:31:081',6,0.500921,0.47692,1,0.5,0.5,1
3701,'2026/05/31 15:58:31:111',6,0.500532,0.478619,1,0.5,0.5,1
3702,'2026/05/31 15:58:31:147',6,0.501048,0.477766,1,0.5,0.5,1
3703,'2026/05/31 15:58:31:179',6,0.500873,0.476364,1,0.5,0.5,1
3704,'2026/05/31 15:58:31:214',6,0.50061,0.476376,1,0.5,0.5,1
